instance,num_phases,w_balanced,strategy,weight_attr,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,digraph_build_s,build_s,solve_s,elapsed_s,speedup_vs_full,objective,obj_vs_full_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total
assembly_1,2,1.0,full_mip,—,,343,1105,1105,100.0,0.361,0.0,11.516,11.516,1.0,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,edge_weight,1,343,1105,13,1.18,0.361,0.001,0.009,0.01,1172.67,0.8512,1.26,1102.04,1.26,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,time_balanced_weight,1,343,1105,13,1.18,0.361,0.001,0.014,0.015,783.11,0.896,6.6,1160.13,6.6,996.72,1160.13,81.705,15.15,"[1160.13, 996.72]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,combined,1,343,1105,26,2.35,0.361,0.002,0.048,0.05,230.56,0.8512,1.26,1102.04,1.26,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended,1,343,1105,13,1.18,0.361,0.001,0.008,0.009,1270.08,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended_union,1,343,1105,31,2.81,0.361,0.011,0.059,0.071,163.32,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,diverse,1,343,1105,13,1.18,0.361,0.004,0.007,0.01,1118.33,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,edge_weight,2,343,1105,15,1.36,0.361,0.004,0.045,0.049,233.21,0.8512,1.26,1102.04,1.26,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,time_balanced_weight,2,343,1105,20,1.81,0.361,0.006,0.034,0.04,286.57,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,combined,2,343,1105,35,3.17,0.361,0.016,0.077,0.092,124.6,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended,2,343,1105,15,1.36,0.361,0.007,0.014,0.021,560.94,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended_union,2,343,1105,36,3.26,0.361,0.035,0.103,0.138,83.5,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,diverse,2,343,1105,26,2.35,0.361,0.008,0.04,0.048,240.63,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,edge_weight,5,343,1105,21,1.9,0.361,0.013,0.054,0.067,172.88,0.8512,1.26,1102.04,1.26,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,time_balanced_weight,5,343,1105,29,2.62,0.361,0.007,0.13,0.137,83.96,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,combined,5,343,1105,50,4.52,0.361,0.02,0.108,0.127,90.52,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended,5,343,1105,21,1.9,0.361,0.01,0.023,0.033,352.47,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended_union,5,343,1105,49,4.43,0.361,0.065,0.095,0.16,71.84,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,diverse,5,343,1105,65,5.88,0.361,0.014,0.086,0.099,115.94,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,edge_weight,10,343,1105,24,2.17,0.361,0.027,0.042,0.069,167.73,0.8512,1.26,1102.04,1.26,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,time_balanced_weight,10,343,1105,39,3.53,0.361,0.015,0.061,0.076,151.87,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,combined,10,343,1105,63,5.7,0.361,0.046,0.072,0.118,97.38,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended,10,343,1105,29,2.62,0.361,0.031,0.039,0.07,163.51,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended_union,10,343,1105,64,5.79,0.361,0.116,0.083,0.199,57.99,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,diverse,10,343,1105,126,11.4,0.361,0.01,0.153,0.164,70.3,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,edge_weight,20,343,1105,35,3.17,0.361,0.055,0.089,0.145,79.68,0.8496,1.08,1100.04,1.08,1056.81,1100.04,21.615,4.01,"[1100.04, 1056.81]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,time_balanced_weight,20,343,1105,49,4.43,0.361,0.031,0.102,0.133,86.53,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,combined,20,343,1105,84,7.6,0.361,0.088,0.193,0.281,40.91,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended,20,343,1105,35,3.17,0.361,0.037,0.085,0.123,93.98,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended_union,20,343,1105,87,7.87,0.361,0.164,0.164,0.328,35.16,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,diverse,20,343,1105,239,21.63,0.361,0.013,0.503,0.516,22.31,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,edge_weight,50,343,1105,54,4.89,0.361,0.2,0.119,0.318,36.17,0.8438,0.38,1092.52,0.38,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,time_balanced_weight,50,343,1105,74,6.7,0.361,0.093,0.162,0.254,45.28,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,combined,50,343,1105,127,11.49,0.361,0.296,0.327,0.623,18.48,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended,50,343,1105,51,4.62,0.361,0.156,0.095,0.251,45.89,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended_union,50,343,1105,117,10.59,0.361,0.528,0.307,0.836,13.78,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,diverse,50,343,1105,503,45.52,0.361,0.044,2.92,2.964,3.89,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,edge_weight,100,343,1105,78,7.06,0.361,0.354,0.135,0.488,23.58,0.8438,0.38,1092.52,0.38,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,time_balanced_weight,100,343,1105,85,7.69,0.361,0.211,0.155,0.367,31.38,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,combined,100,343,1105,162,14.66,0.361,0.589,0.404,0.993,11.6,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended,100,343,1105,79,7.15,0.361,0.312,0.181,0.493,23.35,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended_union,100,343,1105,167,15.11,0.361,1.114,0.375,1.49,7.73,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,diverse,100,343,1105,742,67.15,0.361,0.083,5.173,5.256,2.19,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,edge_weight,200,343,1105,95,8.6,0.361,0.574,0.376,0.95,12.13,0.8438,0.38,1092.52,0.38,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,time_balanced_weight,200,343,1105,118,10.68,0.361,0.253,0.243,0.496,23.22,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,combined,200,343,1105,211,19.1,0.361,0.833,0.367,1.2,9.6,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended,200,343,1105,95,8.6,0.361,0.356,0.159,0.516,22.34,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended_union,200,343,1105,212,19.19,0.361,1.362,0.399,1.761,6.54,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,diverse,200,343,1105,901,81.54,0.361,0.117,9.435,9.552,1.21,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,edge_weight,500,343,1105,108,9.77,0.361,1.007,0.186,1.193,9.65,0.8438,0.38,1092.52,0.38,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,time_balanced_weight,500,343,1105,170,15.38,0.361,0.662,0.258,0.92,12.51,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,combined,500,343,1105,274,24.8,0.361,1.681,0.487,2.168,5.31,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended,500,343,1105,142,12.85,0.361,0.809,0.2,1.009,11.41,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended_union,500,343,1105,278,25.16,0.361,2.753,0.866,3.619,3.18,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,diverse,500,343,1105,1045,94.57,0.361,0.27,10.602,10.872,1.06,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,edge_weight,1000,343,1105,142,12.85,0.361,1.913,0.254,2.167,5.31,0.8438,0.38,1092.52,0.38,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,time_balanced_weight,1000,343,1105,223,20.18,0.361,1.55,0.417,1.967,5.85,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,combined,1000,343,1105,359,32.49,0.361,3.492,1.388,4.88,2.36,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended,1000,343,1105,151,13.67,0.361,1.748,0.191,1.939,5.94,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended_union,1000,343,1105,305,27.6,0.361,5.798,0.611,6.409,1.8,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,diverse,1000,343,1105,1101,99.64,0.361,0.55,4.694,5.243,2.2,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,edge_weight,2000,343,1105,185,16.74,0.361,4.51,0.34,4.85,2.37,0.8438,0.38,1092.52,0.38,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,time_balanced_weight,2000,343,1105,291,26.33,0.361,3.508,1.19,4.697,2.45,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,combined,2000,343,1105,464,41.99,0.361,8.112,1.204,9.316,1.24,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended,2000,343,1105,174,15.75,0.361,4.383,0.316,4.699,2.45,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended_union,2000,343,1105,356,32.22,0.361,14.172,0.884,15.056,0.76,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,diverse,2000,343,1105,1105,100.0,0.361,1.18,6.444,7.624,1.51,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,edge_weight,5000,343,1105,232,21.0,0.361,17.542,0.293,17.834,0.65,0.8438,0.38,1092.52,0.38,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,time_balanced_weight,5000,343,1105,382,34.57,0.361,13.896,0.707,14.603,0.79,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,combined,5000,343,1105,593,53.67,0.361,32.082,1.245,33.327,0.35,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended,5000,343,1105,216,19.55,0.361,18.127,0.296,18.423,0.63,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,blended_union,5000,343,1105,482,43.62,0.361,54.716,1.397,56.113,0.21,0.8406,-0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
assembly_1,2,1.0,subgraph_mip,diverse,5000,343,1105,1105,100.0,0.361,2.467,5.158,7.625,1.51,0.8406,0.0,1088.33,0.0,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13
