instance,num_phases,w_balanced,red_perc,mean_total_s,mean_solve_s,mean_build_s,mean_objective,mean_max_phase_time,std_total_s,std_solve_s,std_build_s,std_objective,std_max_phase_time
assembly_1,4,0.0,0,0.5878165919566527,0.28146099999999996,0.2639993019402027,0.8329273450820582,2156.85,0.0,0.0,0.0,0.0,0.0
assembly_1,4,0.0,5,0.8380934351822361,0.2538992,0.5263631900073961,0.8329273450820583,2156.85,0.13616237886301624,0.04407463040071918,0.07660230878674841,1.1102230246251565e-16,0.0
assembly_1,4,0.0,10,0.7752412904286757,0.2448562,0.48527842480689287,0.8329273450820583,2156.85,0.033745173631849236,0.009851544638278802,0.028030313736121172,1.1102230246251565e-16,0.0
assembly_1,4,0.0,15,0.7780762463575229,0.24809840000000002,0.485013089957647,0.8329273450820583,2156.85,0.06603085082958102,0.0369039042194725,0.06324875768967636,1.1102230246251565e-16,0.0
assembly_1,4,0.0,20,0.7657127416227013,0.2634974,0.4697558023966849,0.8329273450820583,2156.85,0.036848374552491715,0.03332567890741312,0.03629762327538386,1.1102230246251565e-16,0.0
assembly_1,4,0.0,25,0.7374379554064945,0.19556259999999998,0.49034499139524995,0.8329273450820583,2156.85,0.04053497836361488,0.02129530924499572,0.023872965950073582,1.1102230246251565e-16,0.0
assembly_1,4,0.0,30,0.676875912421383,0.1696326,0.469359042821452,0.8329273450820583,2156.85,0.03987629830157029,0.026726191076170955,0.016340779277042486,1.1102230246251565e-16,0.0
assembly_1,4,0.0,35,0.6930609325878322,0.15238680000000002,0.4967077495995909,0.8329273450820583,2156.85,0.051574780694649915,0.005658937405555922,0.043219658087409005,1.1102230246251565e-16,0.0
assembly_1,4,0.0,40,0.6967170182149858,0.155013,0.5110342086059972,0.8329273450820583,2156.85,0.06042329515019738,0.02715130994261603,0.06360200659525782,1.1102230246251565e-16,0.0
assembly_1,4,0.0,45,0.7533800618024543,0.12281519999999999,0.5935628617880866,0.8329273450820583,2156.85,0.0379303923923117,0.030085916242654134,0.025558304748222443,1.1102230246251565e-16,0.0
assembly_1,4,0.0,50,0.6813202825840563,0.104725,0.5527420609956607,0.8329273450820583,2156.85,0.07109073332118711,0.028270876258085817,0.057546476767063814,1.1102230246251565e-16,0.0
assembly_1,4,0.0,55,0.773429984995164,0.07107859999999999,0.6753221019636839,0.8329273450820583,2156.85,0.0842947578411264,0.011850642996901056,0.08619122073863571,1.1102230246251565e-16,0.0
assembly_1,4,0.0,60,0.7029070061864331,0.050994399999999995,0.6212055878015235,0.8329273450820583,2156.85,0.031631768284254784,0.009741984327640854,0.028350390619552194,1.1102230246251565e-16,0.0
assembly_1,4,0.0,65,0.5871495917905122,0.033731599999999994,0.5370570968138054,0.8329273450820583,2156.85,0.019733865491510193,0.002905223062004017,0.02449631374318551,1.1102230246251565e-16,0.0
assembly_1,4,0.0,70,0.6416818417841569,0.027367400000000004,0.5961736716097221,0.8329273450820583,2156.85,0.031958464874045384,0.0072974980808493545,0.03108568857097331,1.1102230246251565e-16,0.0
assembly_1,4,0.1,0,8.565218538977206,8.19288,0.30517140589654446,0.8398518971949389,584.04,0.0,0.0,0.0,0.0,0.0
assembly_1,4,0.1,5,7.777230055793188,7.179007400000001,0.5490678428206592,0.8398518971949388,584.04,0.6283452379560212,0.60628929338546,0.058109538599592385,0.0,0.0
assembly_1,4,0.1,10,7.691845610225573,7.0931088,0.5506376084405928,0.8398518971949388,584.04,2.1259808423822215,2.1211899786670125,0.05302120345754796,0.0,0.0
assembly_1,4,0.1,15,6.225369392987341,5.6347108,0.5297830387949943,0.8398518971949388,584.04,1.247622277012099,1.23107444136533,0.028287210789396756,8.599750569898517e-17,0.0
assembly_1,4,0.1,20,7.177744971425272,6.5459154,0.5811411012429744,0.8398518971949388,584.04,1.787085013540043,1.7350622018410293,0.07838230092407329,4.965068306494546e-17,0.0
assembly_1,4,0.1,25,5.8154818682000045,5.207722800000001,0.5508060788037256,0.8398518971949388,584.04,1.0494963477599737,1.0608482255545135,0.04145989600888422,0.0,0.0
assembly_1,4,0.1,30,6.401602668780834,5.8009258,0.563521468010731,0.8398518971949388,584.04,2.129419725448409,2.098070882291959,0.05579246053117431,7.021666937153402e-17,0.0
assembly_1,4,0.1,35,6.39415219000075,5.7410148,0.6080382796004414,0.8398518971949389,584.04,2.226937456066181,2.253707912240484,0.05654137623474206,1.2161883888976234e-16,0.0
assembly_1,4,0.1,40,5.066818757797591,4.4555299999999995,0.5763450144324451,0.8398518971949388,584.04,0.5609620334858351,0.5391765287380376,0.07542251014847998,0.0,0.0
assembly_1,4,0.1,45,5.129024305380881,4.4975806,0.587507547182031,0.8398518971949388,584.04,0.5588380374106814,0.530606655706692,0.05060266174267705,7.021666937153402e-17,0.0
assembly_1,4,0.1,50,3.3303000452229754,2.7151170000000002,0.5754289926495403,0.8398518971949388,584.04,0.38836392440594647,0.41703496023618936,0.06205181819336273,7.021666937153402e-17,0.0
assembly_1,4,0.1,55,3.1196945793693884,2.5315857999999998,0.5547061381861568,0.8398518971949388,584.04,0.905465345417072,0.9213129693183311,0.05010103791723934,4.965068306494546e-17,0.0
assembly_1,4,0.1,60,3.8943482940085232,3.1803765999999998,0.6833207489689812,0.8398518971949388,584.04,0.8099316183463257,0.8301678785008728,0.03395275824128109,7.021666937153402e-17,0.0
assembly_1,4,0.1,65,2.712152180192061,2.1090818,0.5817358829779551,0.8398518971949388,584.04,0.5063708461458393,0.5185547179102318,0.07275747604940108,4.965068306494546e-17,0.0
assembly_1,4,0.1,70,2.569784556608647,1.9951754000000002,0.55966132839676,0.8398518971949388,584.04,0.6874180441958179,0.6886291554334886,0.028058640208060308,7.021666937153402e-17,0.0
assembly_1,4,0.2,0,13.428710603970103,13.079587,0.28507119801361114,0.8467764493078193,584.04,0.0,0.0,0.0,0.0,0.0
assembly_1,4,0.2,5,15.381741096032783,14.826084,0.5032573502277955,0.8467764493078194,584.04,7.006480421356275,7.039975445976414,0.060372209083452914,7.021666937153402e-17,0.0
assembly_1,4,0.2,10,9.106902788998559,8.5110754,0.5449860332300887,0.8467764493078194,584.04,2.5718965387581907,2.5916270287595475,0.037956879331334153,8.599750569898517e-17,0.0
assembly_1,4,0.2,15,8.37794874724932,7.8287882,0.5034546190174296,0.8467764493078193,584.04,1.6298309762212646,1.6380456093739757,0.034104138848490215,0.0,0.0
assembly_1,4,0.2,20,6.77017346159555,6.1555174,0.556617913977243,0.8467764493078194,584.04,1.1744584960303444,1.1784195288545753,0.05685321956719457,1.3136335981433191e-16,0.0
assembly_1,4,0.2,25,9.260800096206367,8.615817199999999,0.5857554402202367,0.8467764493078193,584.04,2.7569628430156454,2.7394939514232477,0.0357727872226915,4.965068306494546e-17,0.0
assembly_1,4,0.2,30,7.225864275195636,6.620985,0.5514852051855996,0.8467764493078193,584.04,2.0265649015466543,2.0426630289100554,0.02838071587029365,7.021666937153402e-17,0.0
assembly_1,4,0.2,35,5.405601719417609,4.8373716,0.5298137786099687,0.8467764493078193,584.04,0.5778470113278108,0.5958798341818925,0.03230263229357045,0.0,0.0
assembly_1,4,0.2,40,6.911235215608031,6.2103544,0.6482421593973413,0.8467764493078194,584.04,1.3439049917529624,1.338914044088955,0.12458803790789001,4.965068306494546e-17,0.0
assembly_1,4,0.2,45,4.142301889020018,3.4958529999999994,0.6026025611907244,0.8467764493078194,584.04,0.8050737765183994,0.8057675693496235,0.01710075453210886,7.021666937153402e-17,0.0
assembly_1,4,0.2,50,3.187745375977829,2.6384952000000004,0.5166771727614105,0.8467764493078194,584.04,0.4981123727571524,0.49892324342904704,0.03230949993144355,1.3136335981433191e-16,0.0
assembly_1,4,0.2,55,4.041488336352631,3.4343719999999998,0.5817956947721541,0.8467764493078193,584.04,0.880863632621199,0.8265756741276626,0.10138254576389892,4.965068306494546e-17,0.0
assembly_1,4,0.2,60,3.260397933400236,2.6818143999999995,0.5454919653944671,0.8467764493078193,584.04,0.5009912608000542,0.521466615233075,0.05151187617870443,1.3136335981433191e-16,0.0
assembly_1,4,0.2,65,2.6680711259832606,2.1141636000000004,0.5341238304041326,0.8467764493078193,584.04,0.45354829733554486,0.4791929774341857,0.06228378840501806,0.0,0.0
assembly_1,4,0.2,70,3.3186772133922204,2.7525542,0.5514390349853784,0.8467764493078193,584.04,0.9356614802764329,0.907943931196503,0.03010206100255587,1.1102230246251565e-16,0.0
assembly_1,4,0.3,0,98.66326462605502,98.348707,0.2737710310611874,0.8537010014206998,584.04,0.0,0.0,0.0,0.0,0.0
assembly_1,4,0.3,5,19.909743676963263,19.3300966,0.526156517979689,0.8537010014206997,584.04,9.805443966236062,9.813155344592046,0.03698404728641637,4.965068306494546e-17,0.0
assembly_1,4,0.3,10,15.558673155400902,14.967999800000001,0.531767662637867,0.8537010014206997,584.04,4.367723436715136,4.392574777099072,0.04905217182344123,0.0,0.0
assembly_1,4,0.3,15,19.310147086228245,18.688576,0.5545113272033632,0.8537010014206997,584.04,10.045373990812381,10.057416078660264,0.05423922981294422,4.965068306494546e-17,0.0
assembly_1,4,0.3,20,15.365507564973086,14.806779599999999,0.5168915658025071,0.8537010014206997,584.04,6.760129119421618,6.752663668849992,0.03557628077293087,4.965068306494546e-17,0.0
assembly_1,4,0.3,25,6.971575104584917,6.4030658,0.5224038993939757,0.8537010014206997,584.04,1.4704311125206921,1.4870964686003931,0.026475869355201808,4.965068306494546e-17,0.0
assembly_1,4,0.3,30,7.903489996376448,7.3791358,0.4892406543949619,0.8537010014206997,584.04,1.8411479796545196,1.8375706348671772,0.04289185432779333,4.965068306494546e-17,0.0
assembly_1,4,0.3,35,6.45814037497621,5.9382588,0.4763472434133291,0.8537010014206997,584.04,1.441237574564475,1.406813406616585,0.11997006654307364,4.965068306494546e-17,0.0
assembly_1,4,0.3,40,4.54709518935997,4.0240466,0.4856603195890784,0.8537010014206997,584.04,0.637850972149715,0.6138275143098751,0.05574483910959532,4.965068306494546e-17,0.0
assembly_1,4,0.3,45,4.084960270789452,3.5958052,0.4639633812243119,0.8537010014206997,584.04,1.2875726919216928,1.2940860366789222,0.016823633125660743,1.4895204919483638e-16,0.0
assembly_1,4,0.3,50,3.50883621936664,2.9947996,0.4773620361695066,0.8537010014206998,584.04,0.5677866291535874,0.5519501672559218,0.026590457256161364,8.599750569898517e-17,0.0
assembly_1,4,0.3,55,2.6886850876268,2.2021302,0.4584652055986226,0.8537010014206997,584.04,0.7949223117871613,0.8108925287285362,0.0289389295147821,0.0,0.0
assembly_1,4,0.3,60,2.3331874624360354,1.834266,0.475758718024008,0.8537010014206998,584.04,0.5958459449216333,0.6139891504960002,0.024466628892627386,1.2161883888976234e-16,0.0
assembly_1,4,0.3,65,2.9196800468023865,2.4463898,0.45811685239896177,0.8537010014206997,584.04,0.9860685774811375,1.0041762145972988,0.04229459283697926,4.965068306494546e-17,0.0
assembly_1,4,0.3,70,1.6972311629913748,1.215121,0.46671270199585707,0.8537010014206997,584.04,0.17810390395723188,0.17058613369087183,0.017515622278154484,4.965068306494546e-17,0.0
assembly_1,4,0.4,0,79.65508070809301,79.299529,0.29905226605478674,0.8606255535335803,584.04,0.0,0.0,0.0,0.0,0.0
assembly_1,4,0.4,5,26.055779387592338,25.445665400000003,0.5519731781678274,0.8606255535335803,584.04,3.527141497034531,3.548318269696539,0.0291659414717774,9.930136612989092e-17,0.0
assembly_1,4,0.4,10,33.49352345061489,32.8853136,0.5562818820122629,0.8606255535335803,584.04,13.130549160978335,13.140119489550964,0.02164849776360477,9.930136612989092e-17,0.0
assembly_1,4,0.4,15,27.00156828602776,26.3979262,0.5359755222219974,0.8606255535335803,584.04,20.794256568127487,20.81063289874737,0.05222815429036328,9.930136612989092e-17,0.0
assembly_1,4,0.4,20,15.787886527786032,15.278371400000001,0.470638498198241,0.8606255535335802,584.04,5.137371567738244,5.143859408243604,0.04973482964342332,1.1102230246251565e-16,0.0
assembly_1,4,0.4,25,20.62904298477806,20.0920092,0.48904067517723887,0.8606255535335803,584.04,14.095411379349564,14.099107345070914,0.03947256622076615,1.9860273225978183e-16,0.0
assembly_1,4,0.4,30,9.476431366591715,9.011714399999999,0.4281894085928798,0.8606255535335805,584.04,2.7714476572199715,2.7697423819311857,0.01675626324165783,2.220446049250313e-16,0.0
assembly_1,4,0.4,35,10.004077483643778,9.530281800000001,0.4451803660253063,0.8606255535335803,584.04,5.765917841806515,5.7877684389668325,0.04873223099075193,9.930136612989092e-17,0.0
assembly_1,4,0.4,40,7.087541361781769,6.586829799999999,0.47011708982754496,0.8606255535335803,584.04,1.6091061181969468,1.592977875512325,0.028932026690986067,0.0,0.0
assembly_1,4,0.4,45,5.836153970612213,5.3680928,0.4443106177961454,0.8606255535335803,584.04,3.006793856927424,3.0288742311774115,0.02923322881968548,0.0,0.0
assembly_1,4,0.4,50,3.803733303793706,3.318176,0.4630103455623612,0.8606255535335803,584.04,0.5455451445023107,0.5272958728520449,0.04139002018784246,9.930136612989092e-17,0.0
assembly_1,4,0.4,55,3.234453861438669,2.728868,0.4847819592338055,0.8606255535335803,584.04,0.6104428361689356,0.5948878412759837,0.01938623586996401,0.0,0.0
