instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,objective,ideal_obj,obj_vs_ideal_pct,d_obj_pct,path_cost,c_min,path_cost_vs_cmin_pct,alpha_abs,phase_width,alpha_vs_width_pct,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_perc_graph,stop_reason
assembly_2,3,0.5,adaptive,1,22160,134216,41,0.03,41,198.554,1.354,0.237,1.59,1.0395,1.0126,2.65,,1.0181,1.0126,0.54,939,896.333,4.76,8.37,"[864, 939, 886]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,2,22160,134216,61,0.05,20,198.554,1.843,0.183,2.026,1.0395,1.0126,2.65,0.0,1.0181,1.0126,0.54,939,896.333,4.76,8.37,"[864, 939, 886]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,3,22160,134216,65,0.05,4,198.554,2.169,0.359,2.528,1.0395,1.0126,2.65,0.0,1.0181,1.0126,0.54,939,896.333,4.76,8.37,"[864, 939, 886]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,4,22160,134216,68,0.05,3,198.554,2.622,0.13,2.752,1.0395,1.0126,2.65,-0.0,1.0181,1.0126,0.54,939,896.333,4.76,8.37,"[864, 939, 886]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,6,22160,134216,76,0.06,8,198.554,3.483,0.473,3.956,1.0395,1.0126,2.65,0.0,1.0181,1.0126,0.54,939,896.333,4.76,8.37,"[864, 939, 886]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,8,22160,134216,87,0.06,11,198.554,4.4,0.526,4.926,1.0395,1.0126,2.65,0.0,1.0181,1.0126,0.54,939,896.333,4.76,8.37,"[864, 939, 886]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,12,22160,134216,99,0.07,12,198.554,6.033,0.228,6.261,1.0395,1.0126,2.65,-0.0,1.0181,1.0126,0.54,939,896.333,4.76,8.37,"[864, 939, 886]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,16,22160,134216,109,0.08,10,198.554,7.739,0.289,8.028,1.0395,1.0126,2.65,0.0,1.0181,1.0126,0.54,939,896.333,4.76,8.37,"[864, 939, 886]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,24,22160,134216,133,0.1,24,198.554,10.752,0.57,11.322,1.0395,1.0126,2.65,0.0,1.0181,1.0126,0.54,939,896.333,4.76,8.37,"[864, 939, 886]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,32,22160,134216,154,0.11,21,198.554,13.643,0.506,14.15,1.0371,1.0126,2.42,0.2294,1.0134,1.0126,0.07,939,896.333,4.76,8.37,"[939, 864, 886]","[5, 5, 7]",17,3.0,
assembly_2,3,0.5,adaptive,48,22160,134216,199,0.15,45,198.554,18.537,0.571,19.108,1.0371,1.0126,2.42,0.0,1.0134,1.0126,0.07,939,896.333,4.76,8.37,"[939, 864, 886]","[5, 5, 7]",17,3.0,
assembly_2,3,0.5,adaptive,64,22160,134216,409,0.3,210,198.554,19.347,1.095,20.442,1.0371,1.0126,2.42,0.0,1.0134,1.0126,0.07,939,896.333,4.76,8.37,"[939, 864, 886]","[5, 5, 7]",17,3.0,
assembly_2,3,0.5,adaptive,96,22160,134216,790,0.59,381,198.554,21.218,2.389,23.607,1.0337,1.0126,2.08,0.3285,1.0269,1.0126,1.41,921,896.333,2.75,6.36,"[864, 921, 904]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,128,22160,134216,1160,0.86,370,198.554,23.07,6.093,29.163,1.0337,1.0126,2.08,0.0,1.0269,1.0126,1.41,921,896.333,2.75,6.36,"[864, 921, 904]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,192,22160,134216,1873,1.4,713,198.554,26.884,18.941,45.825,1.0335,1.0126,2.06,0.0177,1.0254,1.0126,1.26,922,896.333,2.86,6.47,"[864, 922, 903]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,256,22160,134216,2523,1.88,650,198.554,30.917,17.045,47.963,1.0335,1.0126,2.06,0.0,1.0254,1.0126,1.26,922,896.333,2.86,6.47,"[864, 922, 903]","[4, 6, 7]",17,3.0,
assembly_2,3,0.5,adaptive,512,22160,134216,4879,3.64,2356,198.554,45.987,117.711,163.698,1.0335,1.0126,2.06,0.0,1.0254,1.0126,1.26,922,896.333,2.86,6.47,"[864, 922, 903]","[4, 6, 7]",17,3.0,stop_perc_graph
