instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,objective,ideal_obj,obj_vs_ideal_pct,d_obj_pct,path_cost,c_min,path_cost_vs_cmin_pct,alpha_abs,phase_width,alpha_vs_width_pct,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_perc_graph,stop_reason
assembly_2,2,0.7,adaptive,1,22160,134216,41,0.03,41,194.744,1.072,0.021,1.093,1.0173,1.0126,0.46,,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,2,22160,134216,61,0.05,20,194.744,1.628,0.049,1.676,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,3,22160,134216,66,0.05,5,194.744,2.15,0.05,2.199,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,4,22160,134216,70,0.05,4,194.744,2.718,0.045,2.764,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,6,22160,134216,79,0.06,9,194.744,3.614,0.048,3.662,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,8,22160,134216,84,0.06,5,194.744,4.487,0.075,4.562,1.0173,1.0126,0.46,-0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,12,22160,134216,98,0.07,14,194.744,6.365,0.062,6.428,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,16,22160,134216,110,0.08,12,194.744,8.029,0.12,8.149,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,24,22160,134216,135,0.1,25,194.744,11.294,0.164,11.458,1.0173,1.0126,0.46,-0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,32,22160,134216,158,0.12,23,194.744,14.377,0.13,14.507,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,48,22160,134216,318,0.24,160,194.744,15.763,0.217,15.98,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,64,22160,134216,517,0.39,199,194.744,16.63,0.399,17.029,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,96,22160,134216,898,0.67,381,194.744,18.441,0.959,19.4,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,128,22160,134216,1261,0.94,363,194.744,20.001,1.117,21.119,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,192,22160,134216,1959,1.46,698,194.744,23.298,2.48,25.778,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,256,22160,134216,2605,1.94,646,194.744,26.687,2.266,28.953,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,512,22160,134216,4961,3.7,2356,194.744,40.688,8.201,48.889,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,stop_perc_graph
