instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,objective,ideal_obj,obj_vs_ideal_pct,d_obj_pct,path_cost,c_min,path_cost_vs_cmin_pct,alpha_abs,phase_width,alpha_vs_width_pct,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_perc_graph,stop_reason
assembly_2,2,0.3,adaptive,1,22160,134216,41,0.03,41,198.303,1.306,0.02,1.326,1.0159,1.0126,0.32,,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,2,22160,134216,61,0.05,20,198.303,1.812,0.045,1.857,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,3,22160,134216,66,0.05,5,198.303,2.205,0.05,2.255,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,4,22160,134216,70,0.05,4,198.303,2.646,0.055,2.701,1.0159,1.0126,0.32,-0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,6,22160,134216,79,0.06,9,198.303,3.564,0.058,3.622,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,8,22160,134216,84,0.06,5,198.303,4.375,0.079,4.454,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,12,22160,134216,98,0.07,14,198.303,6.233,0.116,6.349,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,16,22160,134216,110,0.08,12,198.303,7.97,0.121,8.091,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,24,22160,134216,135,0.1,25,198.303,11.147,0.144,11.291,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,32,22160,134216,158,0.12,23,198.303,14.27,0.099,14.369,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,48,22160,134216,313,0.23,155,198.303,15.543,0.366,15.909,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,64,22160,134216,515,0.38,202,198.303,16.541,0.395,16.936,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,96,22160,134216,894,0.67,379,198.303,18.345,0.602,18.948,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,128,22160,134216,1265,0.94,371,198.303,19.774,1.337,21.111,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,192,22160,134216,1960,1.46,695,198.303,22.995,2.64,25.636,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,256,22160,134216,2604,1.94,644,198.303,26.579,1.389,27.968,1.0159,1.0126,0.32,-0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.3,adaptive,512,22160,134216,4958,3.69,2354,198.303,40.727,1.938,42.665,1.0159,1.0126,0.32,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,stop_perc_graph
