instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,objective,ideal_obj,obj_vs_ideal_pct,d_obj_pct,path_cost,c_min,path_cost_vs_cmin_pct,alpha_abs,phase_width,alpha_vs_width_pct,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_perc_graph,stop_reason
assembly_2,2,0.1,adaptive,1,22160,134216,41,0.03,41,198.222,1.307,0.019,1.325,1.0143,1.0126,0.16,,1.0126,1.0126,0.0,1366,1344.5,1.6,3.2,"[1323, 1366]","[8, 9]",17,3.0,
assembly_2,2,0.1,adaptive,2,22160,134216,61,0.05,20,198.222,1.851,0.025,1.877,1.0143,1.0126,0.16,0.0,1.0126,1.0126,0.0,1366,1344.5,1.6,3.2,"[1323, 1366]","[8, 9]",17,3.0,
assembly_2,2,0.1,adaptive,3,22160,134216,66,0.05,5,198.222,2.216,0.046,2.263,1.0143,1.0126,0.16,0.0,1.0126,1.0126,0.0,1366,1344.5,1.6,3.2,"[1323, 1366]","[8, 9]",17,3.0,
assembly_2,2,0.1,adaptive,4,22160,134216,70,0.05,4,198.222,2.67,0.05,2.72,1.0143,1.0126,0.16,0.0,1.0126,1.0126,0.0,1366,1344.5,1.6,3.2,"[1323, 1366]","[8, 9]",17,3.0,
assembly_2,2,0.1,adaptive,6,22160,134216,79,0.06,9,198.222,3.606,0.043,3.649,1.0143,1.0126,0.16,0.0,1.0126,1.0126,0.0,1366,1344.5,1.6,3.2,"[1323, 1366]","[8, 9]",17,3.0,
assembly_2,2,0.1,adaptive,8,22160,134216,84,0.06,5,198.222,4.537,0.057,4.594,1.0143,1.0126,0.16,0.0,1.0126,1.0126,0.0,1366,1344.5,1.6,3.2,"[1323, 1366]","[8, 9]",17,3.0,
assembly_2,2,0.1,adaptive,12,22160,134216,98,0.07,14,198.222,6.302,0.044,6.345,1.0143,1.0126,0.16,-0.0,1.0126,1.0126,0.0,1366,1344.5,1.6,3.2,"[1323, 1366]","[8, 9]",17,3.0,
assembly_2,2,0.1,adaptive,16,22160,134216,110,0.08,12,198.222,8.16,0.108,8.268,1.0143,1.0126,0.16,0.0,1.0126,1.0126,0.0,1366,1344.5,1.6,3.2,"[1323, 1366]","[8, 9]",17,3.0,
assembly_2,2,0.1,adaptive,24,22160,134216,135,0.1,25,198.222,11.533,0.121,11.654,1.0143,1.0126,0.16,0.0,1.0126,1.0126,0.0,1366,1344.5,1.6,3.2,"[1323, 1366]","[8, 9]",17,3.0,
assembly_2,2,0.1,adaptive,32,22160,134216,158,0.12,23,198.222,14.678,0.308,14.986,1.0143,1.0126,0.16,-0.0,1.0126,1.0126,0.0,1366,1344.5,1.6,3.2,"[1323, 1366]","[8, 9]",17,3.0,
