instance,num_phases,w_balanced,strategy,weight_attr,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,digraph_build_s,build_s,solve_s,elapsed_s,speedup_vs_full,objective,obj_vs_full_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total
assembly_1,3,0.4,full_mip,—,,343,1105,1105,100.0,0.33,0.0,46.597,46.597,1.0,0.855,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13
assembly_1,3,0.4,subgraph_mip,edge_weight,1,343,1105,13,1.18,0.33,0.002,0.042,0.044,1060.2,0.8668,1.38,792,6.01,584.04,792,95.505,28.93,"[584.04, 792, 780.81]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,time_balanced_weight,1,343,1105,13,1.18,0.33,0.001,0.032,0.033,1408.71,1.0366,21.24,731.84,-2.05,705.03,731.84,10.969,3.73,"[731.84, 705.03, 719.98]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,combined,1,343,1105,26,2.35,0.33,0.002,0.085,0.086,539.57,0.8668,1.38,792,6.01,584.04,792,95.505,28.93,"[584.04, 792, 780.81]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,blended,1,343,1105,13,1.18,0.33,0.001,0.03,0.031,1487.7,0.8685,1.58,747.12,-0.0,689.75,747.12,23.433,7.98,"[747.12, 689.75, 719.98]","[4, 4, 5]",13
assembly_1,3,0.4,subgraph_mip,blended_union,1,343,1105,37,3.35,0.33,0.012,0.41,0.422,110.39,0.856,0.12,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13
assembly_1,3,0.4,subgraph_mip,diverse,1,343,1105,13,1.18,0.33,0.004,0.026,0.03,1566.61,0.8685,1.58,747.12,-0.0,689.75,747.12,23.433,7.98,"[747.12, 689.75, 719.98]","[4, 4, 5]",13
assembly_1,3,0.4,subgraph_mip,edge_weight,2,343,1105,15,1.36,0.33,0.008,0.031,0.039,1207.38,0.8652,1.19,788.33,5.52,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,time_balanced_weight,2,343,1105,15,1.36,0.33,0.01,0.058,0.068,690.25,1.0308,20.57,731.84,-2.05,705.03,731.84,10.969,3.73,"[731.84, 705.03, 719.98]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,combined,2,343,1105,30,2.71,0.33,0.021,0.163,0.184,253.79,0.8652,1.19,788.33,5.52,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,blended,2,343,1105,15,1.36,0.33,0.01,0.042,0.051,909.78,0.8685,1.58,747.12,-0.0,689.75,747.12,23.433,7.98,"[747.12, 689.75, 719.98]","[4, 4, 5]",13
assembly_1,3,0.4,subgraph_mip,blended_union,2,343,1105,42,3.8,0.33,0.025,0.803,0.828,56.31,0.856,0.12,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13
assembly_1,3,0.4,subgraph_mip,diverse,2,343,1105,26,2.35,0.33,0.004,0.035,0.039,1184.6,0.8685,1.58,747.12,0.0,689.75,747.12,23.433,7.98,"[747.12, 689.75, 719.98]","[4, 4, 5]",13
assembly_1,3,0.4,subgraph_mip,edge_weight,5,343,1105,21,1.9,0.33,0.023,0.219,0.242,192.33,0.8652,1.19,788.33,5.52,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,time_balanced_weight,5,343,1105,44,3.98,0.33,0.025,0.203,0.228,204.17,1.0308,20.57,731.84,-2.05,705.03,731.84,10.969,3.73,"[731.84, 705.03, 719.98]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,combined,5,343,1105,65,5.88,0.33,0.032,0.455,0.487,95.62,0.8652,1.19,788.33,5.52,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,blended,5,343,1105,21,1.9,0.33,0.026,0.097,0.124,376.71,0.8685,1.58,747.12,0.0,689.75,747.12,23.433,7.98,"[747.12, 689.75, 719.98]","[4, 4, 5]",13
assembly_1,3,0.4,subgraph_mip,blended_union,5,343,1105,60,5.43,0.33,0.058,0.608,0.666,69.98,0.856,0.12,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13
assembly_1,3,0.4,subgraph_mip,diverse,5,343,1105,65,5.88,0.33,0.007,1.043,1.049,44.4,0.8599,0.57,758.63,1.54,692.04,758.63,28.646,9.26,"[692.04, 758.63, 706.18]","[4, 4, 5]",13
assembly_1,3,0.4,subgraph_mip,edge_weight,10,343,1105,24,2.17,0.33,0.053,0.24,0.294,158.73,0.8652,1.19,788.33,5.52,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,time_balanced_weight,10,343,1105,57,5.16,0.33,0.045,0.328,0.373,125.07,1.0298,20.45,731.84,-2.05,705.03,731.84,10.969,3.73,"[731.84, 705.03, 719.98]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,combined,10,343,1105,81,7.33,0.33,0.089,0.577,0.666,69.95,0.8652,1.19,788.33,5.52,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,blended,10,343,1105,26,2.35,0.33,0.054,0.111,0.165,281.95,0.8685,1.58,747.12,0.0,689.75,747.12,23.433,7.98,"[747.12, 689.75, 719.98]","[4, 4, 5]",13
assembly_1,3,0.4,subgraph_mip,blended_union,10,343,1105,75,6.79,0.33,0.115,0.688,0.804,57.97,0.856,0.12,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13
assembly_1,3,0.4,subgraph_mip,diverse,10,343,1105,126,11.4,0.33,0.01,0.691,0.701,66.52,0.8595,0.52,758.63,1.54,692.04,758.63,28.646,9.26,"[692.04, 758.63, 706.18]","[4, 4, 5]",13
assembly_1,3,0.4,subgraph_mip,edge_weight,20,343,1105,35,3.17,0.33,0.074,0.49,0.564,82.6,0.8652,1.19,788.33,5.52,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13
assembly_1,3,0.4,subgraph_mip,time_balanced_weight,20,343,1105,73,6.61,0.33,0.118,0.324,0.443,105.3,0.9778,14.36,754.42,0.98,655.31,754.42,45.099,13.79,"[747.12, 655.31, 754.42]","[4, 5, 4]",13
