instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,objective,ideal_obj,obj_vs_ideal_pct,d_obj_pct,path_cost,c_min,path_cost_vs_cmin_pct,alpha_abs,phase_width,alpha_vs_width_pct,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_perc_graph,stop_reason
assembly_2,4,0.8,adaptive,1,22160,134216,44,0.03,44,193.542,1.168,0.161,1.33,1.0473,1.0126,3.43,,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.8,adaptive,2,22160,134216,48,0.04,4,193.542,1.553,0.163,1.716,1.0473,1.0126,3.43,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.8,adaptive,3,22160,134216,62,0.05,14,193.542,2.076,1.068,3.144,1.0473,1.0126,3.43,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.8,adaptive,4,22160,134216,62,0.05,0,193.542,2.698,1.047,3.745,1.0473,1.0126,3.43,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.8,adaptive,6,22160,134216,71,0.05,9,193.542,3.627,0.181,3.807,1.0473,1.0126,3.43,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.8,adaptive,8,22160,134216,76,0.06,5,193.542,4.561,0.255,4.816,1.0473,1.0126,3.43,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.8,adaptive,12,22160,134216,82,0.06,6,193.542,6.327,0.233,6.56,1.0473,1.0126,3.43,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.8,adaptive,16,22160,134216,92,0.07,10,193.542,8.118,0.356,8.474,1.0473,1.0126,3.43,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.8,adaptive,24,22160,134216,113,0.08,21,193.542,11.713,0.313,12.025,1.0473,1.0126,3.43,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.8,adaptive,32,22160,134216,146,0.11,33,193.542,15.249,0.431,15.68,1.0473,1.0126,3.43,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.8,adaptive,48,22160,134216,238,0.18,92,193.542,19.756,1.23,20.987,1.0429,1.0126,2.98,0.4272,1.0689,1.0126,5.55,688,672.25,2.34,7.44,"[688, 638, 678, 685]","[8, 3, 3, 3]",17,3.0,
assembly_2,4,0.8,adaptive,64,22160,134216,445,0.33,207,193.542,20.504,4.396,24.9,1.0429,1.0126,2.98,0.0,1.0689,1.0126,5.55,688,672.25,2.34,5.21,"[688, 663, 653, 685]","[8, 4, 2, 3]",17,3.0,
assembly_2,4,0.8,adaptive,96,22160,134216,813,0.61,368,193.542,22.235,10.836,33.072,1.0429,1.0126,2.98,0.0,1.0689,1.0126,5.55,688,672.25,2.34,5.21,"[688, 663, 653, 685]","[8, 4, 2, 3]",17,3.0,
assembly_2,4,0.8,adaptive,128,22160,134216,1181,0.88,368,193.542,24.035,28.89,52.925,1.0429,1.0126,2.98,-0.0,1.0689,1.0126,5.55,688,672.25,2.34,7.44,"[688, 638, 678, 685]","[8, 3, 3, 3]",17,3.0,
assembly_2,4,0.8,adaptive,192,22160,134216,1888,1.41,707,193.542,27.409,101.467,128.877,1.0429,1.0126,2.98,0.0,1.0689,1.0126,5.55,688,672.25,2.34,5.21,"[688, 663, 653, 685]","[8, 4, 2, 3]",17,3.0,
assembly_2,4,0.8,adaptive,256,22160,134216,2529,1.88,641,193.542,33.063,115.021,148.084,1.0429,1.0126,2.98,0.0,1.0689,1.0126,5.55,688,672.25,2.34,5.21,"[688, 663, 653, 685]","[8, 4, 2, 3]",17,3.0,
assembly_2,4,0.8,adaptive,512,22160,134216,4883,3.64,2354,193.542,47.318,371.339,418.657,1.0429,1.0126,2.98,0.0,1.0689,1.0126,5.55,688,672.25,2.34,5.21,"[688, 663, 653, 685]","[8, 4, 2, 3]",17,3.0,stop_perc_graph
