instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,objective,ideal_obj,obj_vs_ideal_pct,d_obj_pct,path_cost,c_min,path_cost_vs_cmin_pct,alpha_abs,phase_width,alpha_vs_width_pct,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_perc_graph,stop_reason
assembly_2,4,0.1,adaptive,1,22160,134216,44,0.03,44,196.461,1.254,0.328,1.582,1.0265,1.0126,1.36,,1.0126,1.0126,0.0,764,672.25,13.65,43.44,"[472, 718, 764, 735]","[5, 2, 5, 5]",17,3.0,
assembly_2,4,0.1,adaptive,2,22160,134216,48,0.04,4,196.461,1.747,0.194,1.941,1.0265,1.0126,1.36,0.0,1.0126,1.0126,0.0,764,672.25,13.65,43.44,"[472, 718, 764, 735]","[5, 2, 5, 5]",17,3.0,
assembly_2,4,0.1,adaptive,3,22160,134216,62,0.05,14,196.461,2.184,0.355,2.539,1.0265,1.0126,1.36,0.0,1.0126,1.0126,0.0,764,672.25,13.65,43.44,"[472, 718, 764, 735]","[5, 2, 5, 5]",17,3.0,
assembly_2,4,0.1,adaptive,4,22160,134216,62,0.05,0,196.461,2.724,0.35,3.074,1.0265,1.0126,1.36,0.0,1.0126,1.0126,0.0,764,672.25,13.65,43.44,"[472, 718, 764, 735]","[5, 2, 5, 5]",17,3.0,
assembly_2,4,0.1,adaptive,6,22160,134216,71,0.05,9,196.461,3.636,0.443,4.079,1.0265,1.0126,1.36,-0.0,1.0126,1.0126,0.0,764,672.25,13.65,43.44,"[472, 718, 764, 735]","[5, 2, 5, 5]",17,3.0,
assembly_2,4,0.1,adaptive,8,22160,134216,76,0.06,5,196.461,4.504,0.478,4.982,1.0261,1.0126,1.32,0.0402,1.0129,1.0126,0.02,760,672.25,13.05,42.84,"[472, 718, 739, 760]","[5, 2, 5, 5]",17,3.0,
assembly_2,4,0.1,adaptive,12,22160,134216,82,0.06,6,196.461,6.433,0.524,6.957,1.0261,1.0126,1.32,-0.0,1.0129,1.0126,0.02,760,672.25,13.05,42.84,"[472, 718, 739, 760]","[5, 2, 5, 5]",17,3.0,
assembly_2,4,0.1,adaptive,16,22160,134216,92,0.07,10,196.461,8.178,0.9,9.077,1.0261,1.0126,1.32,0.0,1.0129,1.0126,0.02,760,672.25,13.05,42.84,"[472, 718, 739, 760]","[5, 2, 5, 5]",17,3.0,
assembly_2,4,0.1,adaptive,24,22160,134216,113,0.08,21,196.461,11.929,0.944,12.873,1.0261,1.0126,1.32,0.0,1.0129,1.0126,0.02,760,672.25,13.05,42.84,"[472, 718, 739, 760]","[5, 2, 5, 5]",17,3.0,
assembly_2,4,0.1,adaptive,32,22160,134216,146,0.11,33,196.461,15.423,0.557,15.98,1.0261,1.0126,1.32,0.0,1.0129,1.0126,0.02,760,672.25,13.05,42.84,"[472, 718, 739, 760]","[5, 2, 5, 5]",17,3.0,
