instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,objective,ideal_obj,obj_vs_ideal_pct,d_obj_pct,path_cost,c_min,path_cost_vs_cmin_pct,alpha_abs,phase_width,alpha_vs_width_pct,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_perc_graph,stop_reason
assembly_2,4,0.7,adaptive,1,22160,134216,44,0.03,44,197.2,1.265,0.57,1.835,1.0491,1.0126,3.6,,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.7,adaptive,2,22160,134216,48,0.04,4,197.2,1.797,0.192,1.988,1.0491,1.0126,3.6,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.7,adaptive,3,22160,134216,62,0.05,14,197.2,2.188,0.48,2.668,1.0491,1.0126,3.6,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.7,adaptive,4,22160,134216,62,0.05,0,197.2,2.765,0.481,3.245,1.0491,1.0126,3.6,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.7,adaptive,6,22160,134216,71,0.05,9,197.2,3.679,0.247,3.926,1.0491,1.0126,3.6,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.7,adaptive,8,22160,134216,76,0.06,5,197.2,4.564,0.286,4.85,1.0491,1.0126,3.6,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.7,adaptive,12,22160,134216,82,0.06,6,197.2,6.345,0.248,6.593,1.0491,1.0126,3.6,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.7,adaptive,16,22160,134216,92,0.07,10,197.2,8.178,0.315,8.492,1.0491,1.0126,3.6,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.7,adaptive,24,22160,134216,113,0.08,21,197.2,11.926,0.588,12.514,1.0491,1.0126,3.6,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.7,adaptive,32,22160,134216,146,0.11,33,197.2,15.731,0.473,16.203,1.0491,1.0126,3.6,0.0,1.0611,1.0126,4.78,693,672.25,3.09,6.69,"[648, 693, 663, 685]","[8, 2, 4, 3]",17,3.0,
assembly_2,4,0.7,adaptive,48,22160,134216,232,0.17,86,197.2,20.046,1.155,21.201,1.0461,1.0126,3.31,0.2808,1.0689,1.0126,5.55,688,672.25,2.34,5.21,"[688, 663, 653, 685]","[8, 4, 2, 3]",17,3.0,
assembly_2,4,0.7,adaptive,64,22160,134216,440,0.33,208,197.2,20.709,4.835,25.544,1.0461,1.0126,3.31,0.0,1.0689,1.0126,5.55,688,672.25,2.34,7.44,"[688, 638, 678, 685]","[8, 3, 3, 3]",17,3.0,
assembly_2,4,0.7,adaptive,96,22160,134216,816,0.61,376,197.2,22.366,8.087,30.453,1.0461,1.0126,3.31,-0.0,1.0689,1.0126,5.55,688,672.25,2.34,7.44,"[688, 638, 678, 685]","[8, 3, 3, 3]",17,3.0,
assembly_2,4,0.7,adaptive,128,22160,134216,1184,0.88,368,197.2,24.227,24.413,48.641,1.0461,1.0126,3.31,0.0,1.0689,1.0126,5.55,688,672.25,2.34,5.21,"[688, 663, 653, 685]","[8, 4, 2, 3]",17,3.0,
assembly_2,4,0.7,adaptive,192,22160,134216,1892,1.41,708,197.2,27.76,38.482,66.243,1.0461,1.0126,3.31,0.0,1.0689,1.0126,5.55,688,672.25,2.34,7.44,"[688, 638, 678, 685]","[8, 3, 3, 3]",17,3.0,
assembly_2,4,0.7,adaptive,256,22160,134216,2533,1.89,641,197.2,32.669,128.327,160.996,1.0461,1.0126,3.31,-0.0,1.0689,1.0126,5.55,688,672.25,2.34,7.44,"[688, 638, 678, 685]","[8, 3, 3, 3]",17,3.0,
assembly_2,4,0.7,adaptive,512,22160,134216,4884,3.64,2351,197.2,47.117,264.103,311.22,1.0461,1.0126,3.31,0.0,1.0689,1.0126,5.55,688,672.25,2.34,7.44,"[688, 638, 678, 685]","[8, 3, 3, 3]",17,3.0,stop_perc_graph
