instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,full_solve_s,speedup_vs_full,objective,obj_vs_full_pct,d_obj_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_reason
assembly_1,4,0.0,full_ref,,343,1105,1105,100.0,,0.117,0.0,0.156,0.156,0.156,1.0,0.8329,0.0,,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,full_ref
assembly_1,4,0.0,bl_union,1,343,1105,37,3.35,37,0.117,0.007,0.007,0.014,0.156,11.26,0.8329,0.0,,2156.85,0.0,0.0,2156.85,933.943,400.0,"[2156.85, 0.0, 0.0, 0.0]",[13],13,
assembly_1,4,0.0,bl_union,2,343,1105,43,3.89,6,0.117,0.012,0.009,0.02,0.156,7.76,0.8329,0.0,0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,3,343,1105,49,4.43,6,0.117,0.016,0.008,0.024,0.156,6.41,0.8329,0.0,0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,4,343,1105,55,4.98,6,0.117,0.021,0.009,0.03,0.156,5.19,0.8329,-0.0,0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,6,343,1105,66,5.97,11,0.117,0.03,0.011,0.041,0.156,3.77,0.8329,-0.0,0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,8,343,1105,72,6.52,6,0.117,0.04,0.013,0.053,0.156,2.95,0.8329,-0.0,0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,12,343,1105,79,7.15,7,0.117,0.058,0.014,0.071,0.156,2.19,0.8329,-0.0,0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,16,343,1105,90,8.14,11,0.117,0.075,0.012,0.087,0.156,1.79,0.8329,0.0,-0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,24,343,1105,96,8.69,6,0.117,0.113,0.013,0.126,0.156,1.24,0.8329,0.0,0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
