instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,full_solve_s,speedup_vs_full,objective,obj_vs_full_pct,d_obj_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_reason
assembly_1,4,0.4,full_ref,,343,1105,1105,100.0,,0.115,0.0,38.994,38.994,38.994,1.0,0.8606,0.0,,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,full_ref
assembly_1,4,0.4,bl_union,1,343,1105,37,3.35,37,0.115,0.007,0.089,0.096,38.994,405.55,0.8606,0.0,,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,bl_union,2,343,1105,43,3.89,6,0.115,0.012,0.592,0.604,38.994,64.57,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,bl_union,3,343,1105,49,4.43,6,0.115,0.016,0.318,0.335,38.994,116.49,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,bl_union,4,343,1105,55,4.98,6,0.115,0.022,0.643,0.664,38.994,58.7,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,bl_union,6,343,1105,66,5.97,11,0.115,0.031,0.678,0.709,38.994,54.97,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,bl_union,8,343,1105,72,6.52,6,0.115,0.04,0.576,0.616,38.994,63.27,0.8606,0.0,-0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,bl_union,12,343,1105,79,7.15,7,0.115,0.058,0.566,0.625,38.994,62.44,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,bl_union,16,343,1105,90,8.14,11,0.115,0.075,0.309,0.384,38.994,101.52,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,bl_union,24,343,1105,96,8.69,6,0.115,0.113,1.113,1.225,38.994,31.82,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,bl_union,32,343,1105,109,9.86,13,0.115,0.149,1.107,1.256,38.994,31.05,0.8606,-0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,bl_union,48,343,1105,125,11.31,16,0.115,0.219,0.743,0.962,38.994,40.54,0.8606,0.0,-0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,stop_perc_graph
assembly_1,4,0.4,adaptive,1,343,1105,37,3.35,37,0.115,0.007,0.089,0.096,38.994,407.84,0.8606,0.0,,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,adaptive,2,343,1105,43,3.89,6,0.115,0.012,0.588,0.599,38.994,65.08,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,adaptive,3,343,1105,49,4.43,6,0.115,0.017,0.314,0.331,38.994,117.85,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,adaptive,4,343,1105,55,4.98,6,0.115,0.022,0.638,0.659,38.994,59.14,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,adaptive,6,343,1105,66,5.97,11,0.115,0.031,0.673,0.705,38.994,55.32,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,adaptive,8,343,1105,72,6.52,6,0.115,0.041,0.58,0.621,38.994,62.8,0.8606,0.0,-0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,adaptive,12,343,1105,79,7.15,7,0.115,0.06,0.566,0.625,38.994,62.36,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,adaptive,16,343,1105,90,8.14,11,0.115,0.077,0.305,0.383,38.994,101.9,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,
assembly_1,4,0.4,adaptive,24,343,1105,115,10.41,25,0.115,0.1,0.267,0.367,38.994,106.14,0.8606,0.0,0.0,584.04,0.0,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13,stop_perc_graph
