instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,full_solve_s,speedup_vs_full,objective,obj_vs_full_pct,d_obj_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_reason
assembly_1,5,0.5,full_ref,,343,1105,1105,100.0,,0.244,0.0,151.088,151.088,151.088,1.0,0.8689,0.0,,447.12,0.0,401.5,447.12,16.03,10.58,"[436.68, 442, 429.55, 401.5, 447.12]","[3, 3, 2, 2, 3]",13,full_ref
assembly_1,5,0.5,bl_union,1,343,1105,35,3.17,35,0.244,0.011,1.271,1.281,151.088,117.91,0.8714,0.28,,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,bl_union,2,343,1105,40,3.62,5,0.244,0.017,0.664,0.681,151.088,221.95,0.8714,0.28,0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,bl_union,3,343,1105,46,4.16,6,0.244,0.023,0.677,0.7,151.088,215.78,0.8714,0.28,-0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,bl_union,4,343,1105,50,4.52,4,0.244,0.028,0.735,0.763,151.088,198.04,0.8714,0.28,0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,bl_union,6,343,1105,56,5.07,6,0.244,0.04,0.447,0.487,151.088,310.21,0.8714,0.28,0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,bl_union,8,343,1105,62,5.61,6,0.244,0.051,0.423,0.474,151.088,318.86,0.8714,0.28,-0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,bl_union,12,343,1105,67,6.06,5,0.244,0.076,0.66,0.735,151.088,205.43,0.8714,0.28,0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,bl_union,16,343,1105,82,7.42,15,0.244,0.108,0.763,0.871,151.088,173.45,0.8714,0.28,-0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,bl_union,24,343,1105,91,8.24,9,0.244,0.154,1.52,1.673,151.088,90.28,0.8689,0.0,0.2813,447.12,0.0,401.5,447.12,16.03,10.58,"[436.68, 442, 429.55, 401.5, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,bl_union,32,343,1105,98,8.87,7,0.244,0.218,1.236,1.454,151.088,103.91,0.8689,0.0,0.0,447.12,0.0,401.5,447.12,16.03,10.58,"[436.68, 442, 429.55, 401.5, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,bl_union,48,343,1105,114,10.32,16,0.244,0.291,1.367,1.658,151.088,91.13,0.8689,0.0,0.0,447.12,0.0,401.5,447.12,16.03,10.58,"[436.68, 442, 429.55, 401.5, 447.12]","[3, 3, 2, 2, 3]",13,stop_perc_graph
assembly_1,5,0.5,diverse,1,343,1105,13,1.18,13,0.244,0.004,0.031,0.035,151.088,4287.02,0.8714,0.28,,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,diverse,2,343,1105,26,2.35,13,0.244,0.004,0.864,0.868,151.088,174.07,0.8714,0.28,0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,diverse,3,343,1105,39,3.53,13,0.244,0.004,0.899,0.903,151.088,167.34,0.8714,0.28,-0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,diverse,4,343,1105,52,4.71,13,0.244,0.005,1.179,1.183,151.088,127.69,0.8714,0.28,0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,diverse,6,343,1105,78,7.06,26,0.244,0.006,0.789,0.795,151.088,190.05,0.8714,0.28,0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,diverse,8,343,1105,102,9.23,24,0.244,0.007,0.746,0.753,151.088,200.76,0.8714,0.28,0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,diverse,12,343,1105,150,13.57,48,0.244,0.009,1.466,1.475,151.088,102.43,0.8714,0.28,0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,stop_perc_graph
assembly_1,5,0.5,adaptive,1,343,1105,35,3.17,35,0.244,0.009,1.258,1.267,151.088,119.25,0.8714,0.28,,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
assembly_1,5,0.5,adaptive,2,343,1105,40,3.62,5,0.244,0.017,0.639,0.656,151.088,230.28,0.8714,0.28,0.0,447.12,0.0,410.92,447.12,13.666,8.39,"[436.68, 442, 420.13, 410.92, 447.12]","[3, 3, 2, 2, 3]",13,
