instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,full_solve_s,speedup_vs_full,objective,obj_vs_full_pct,d_obj_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_reason
assembly_1,4,0.0,full_ref,,343,1105,1105,100.0,,0.345,0.0,0.41,0.41,0.41,1.0,0.8329,0.0,,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,full_ref
assembly_1,4,0.0,bl_union,1,343,1105,37,3.35,37,0.345,0.012,0.014,0.026,0.41,15.66,0.8329,-0.0,,2156.85,0.0,0.0,2156.85,933.943,400.0,"[2156.85, 0.0, 0.0, 0.0]",[13],13,
assembly_1,4,0.0,bl_union,2,343,1105,43,3.89,6,0.345,0.016,0.011,0.028,0.41,14.81,0.8329,-0.0,-0.0,2062.65,-4.37,0.0,2062.65,880.397,382.53,"[2062.65, 94.2, 0.0, 0.0]","[12, 1]",13,
assembly_1,4,0.0,bl_union,3,343,1105,49,4.43,6,0.345,0.023,0.013,0.036,0.41,11.24,0.8329,0.0,-0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,4,343,1105,55,4.98,6,0.345,0.06,0.013,0.073,0.41,5.61,0.8329,-0.0,0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,6,343,1105,66,5.97,11,0.345,0.065,0.022,0.086,0.41,4.74,0.8329,-0.0,0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,8,343,1105,72,6.52,6,0.345,0.061,0.032,0.094,0.41,4.36,0.8329,-0.0,0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,12,343,1105,79,7.15,7,0.345,0.114,0.022,0.136,0.41,3.01,0.8329,-0.0,0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,16,343,1105,90,8.14,11,0.345,0.138,0.018,0.156,0.41,2.62,0.8329,0.0,-0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
assembly_1,4,0.0,bl_union,24,343,1105,96,8.69,6,0.345,0.209,0.028,0.237,0.41,1.73,0.8329,0.0,0.0,2156.85,0.0,0.0,2156.85,933.943,400.0,"[0.0, 0.0, 0.0, 2156.85]","[0, 0, 0, 13]",13,
