instance,num_phases,w_balanced,strategy,weight_attr,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,digraph_build_s,build_s,solve_s,elapsed_s,speedup_vs_full,objective,obj_vs_full_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total
assembly_1,4,0.75,full_mip,—,,343,1105,1105,100.0,0.349,0.0,248.699,248.699,1.0,0.8834,0.0,581.12,0.0,495.7,581.12,33.091,15.84,"[581.12, 520.92, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,edge_weight,1,343,1105,13,1.18,0.349,0.001,0.043,0.044,5588.88,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,time_balanced_weight,1,343,1105,13,1.18,0.349,0.001,0.186,0.187,1328.25,0.9854,11.55,597.84,2.88,398.88,597.84,81.458,36.9,"[586.13, 574, 398.88, 597.84]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,combined,1,343,1105,26,2.35,0.349,0.002,0.288,0.289,859.75,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,blended,1,343,1105,13,1.18,0.349,0.001,0.085,0.086,2885.97,0.9296,5.23,574.62,-1.12,518.92,574.62,22.439,10.33,"[542.48, 520.83, 574.62, 518.92]","[4, 3, 3, 3]",13
assembly_1,4,0.75,subgraph_mip,blended_union,1,343,1105,37,3.35,0.349,0.016,0.304,0.32,777.95,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,diverse,1,343,1105,13,1.18,0.349,0.008,0.139,0.147,1693.13,0.9296,5.23,574.62,-1.12,518.92,574.62,22.439,10.33,"[542.48, 520.83, 574.62, 518.92]","[4, 3, 3, 3]",13
assembly_1,4,0.75,subgraph_mip,edge_weight,2,343,1105,15,1.36,0.349,0.008,0.093,0.101,2457.29,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,time_balanced_weight,2,343,1105,15,1.36,0.349,0.007,0.115,0.122,2033.9,0.9854,11.55,597.84,2.88,398.88,597.84,81.458,36.9,"[586.13, 574, 398.88, 597.84]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,combined,2,343,1105,30,2.71,0.349,0.013,1.655,1.668,149.1,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,blended,2,343,1105,15,1.36,0.349,0.009,0.37,0.379,655.96,0.9296,5.23,574.62,-1.12,518.92,574.62,22.439,10.33,"[542.48, 520.83, 574.62, 518.92]","[4, 3, 3, 3]",13
assembly_1,4,0.75,subgraph_mip,blended_union,2,343,1105,43,3.89,0.349,0.028,0.771,0.799,311.19,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,diverse,2,343,1105,26,2.35,0.349,0.006,1.409,1.415,175.77,0.9041,2.34,586.13,0.86,502.2,586.13,31.528,15.57,"[502.2, 586.13, 520.92, 547.6]","[3, 3, 3, 4]",13
assembly_1,4,0.75,subgraph_mip,edge_weight,5,343,1105,21,1.9,0.349,0.016,0.24,0.256,971.29,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,time_balanced_weight,5,343,1105,27,2.44,0.349,0.014,0.691,0.705,352.7,0.9731,10.16,586.13,0.86,412.68,586.13,73.197,32.17,"[586.13, 574, 584.04, 412.68]","[3, 3, 3, 4]",13
assembly_1,4,0.75,subgraph_mip,combined,5,343,1105,48,4.34,0.349,0.039,0.509,0.548,453.67,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,blended,5,343,1105,19,1.72,0.349,0.017,0.265,0.281,883.55,0.9296,5.23,574.62,-1.12,518.92,574.62,22.439,10.33,"[542.48, 520.83, 574.62, 518.92]","[4, 3, 3, 3]",13
assembly_1,4,0.75,subgraph_mip,blended_union,5,343,1105,60,5.43,0.349,0.048,0.685,0.733,339.35,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,diverse,5,343,1105,65,5.88,0.349,0.007,1.431,1.438,172.96,0.9041,2.34,586.13,0.86,502.2,586.13,31.528,15.57,"[502.2, 586.13, 520.92, 547.6]","[3, 3, 3, 4]",13
assembly_1,4,0.75,subgraph_mip,edge_weight,10,343,1105,24,2.17,0.349,0.027,0.282,0.309,804.53,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,time_balanced_weight,10,343,1105,38,3.44,0.349,0.016,1.21,1.226,202.83,0.9707,9.88,586.13,0.86,453.4,586.13,51.942,24.62,"[586.13, 574, 543.32, 453.4]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,combined,10,343,1105,62,5.61,0.349,0.074,0.881,0.955,260.31,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,blended,10,343,1105,23,2.08,0.349,0.027,0.217,0.243,1022.11,0.9296,5.23,574.62,-1.12,518.92,574.62,22.439,10.33,"[542.48, 520.83, 574.62, 518.92]","[4, 3, 3, 3]",13
assembly_1,4,0.75,subgraph_mip,blended_union,10,343,1105,76,6.88,0.349,0.155,0.974,1.129,220.3,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,diverse,10,343,1105,126,11.4,0.349,0.012,1.544,1.556,159.83,0.9041,2.34,586.13,0.86,502.2,586.13,31.528,15.57,"[502.2, 586.13, 520.92, 547.6]","[3, 3, 3, 4]",13
assembly_1,4,0.75,subgraph_mip,edge_weight,20,343,1105,35,3.17,0.349,0.094,0.475,0.569,437.11,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,time_balanced_weight,20,343,1105,42,3.8,0.349,0.036,0.849,0.885,280.9,0.9707,9.88,586.13,0.86,453.4,586.13,51.942,24.62,"[586.13, 574, 543.32, 453.4]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,combined,20,343,1105,77,6.97,0.349,0.152,0.708,0.86,289.02,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,blended,20,343,1105,28,2.53,0.349,0.074,0.554,0.629,395.59,0.9296,5.23,574.62,-1.12,518.92,574.62,22.439,10.33,"[542.48, 520.83, 574.62, 518.92]","[4, 3, 3, 3]",13
assembly_1,4,0.75,subgraph_mip,blended_union,20,343,1105,92,8.33,0.349,0.271,1.145,1.416,175.58,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,diverse,20,343,1105,239,21.63,0.349,0.035,2.622,2.657,93.6,0.8842,0.09,581.12,0.0,495.7,581.12,36.361,15.84,"[581.12, 511.4, 568.63, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,edge_weight,50,343,1105,54,4.89,0.349,0.194,1.445,1.639,151.73,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,time_balanced_weight,50,343,1105,63,5.7,0.349,0.124,0.78,0.903,275.35,0.9707,9.88,586.13,0.86,453.4,586.13,51.942,24.62,"[586.13, 574, 543.32, 453.4]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,combined,50,343,1105,116,10.5,0.349,0.263,0.9,1.163,213.78,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,blended,50,343,1105,32,2.9,0.349,0.218,1.376,1.594,156.04,0.9296,5.23,574.62,-1.12,518.92,574.62,22.439,10.33,"[542.48, 520.83, 574.62, 518.92]","[4, 3, 3, 3]",13
assembly_1,4,0.75,subgraph_mip,blended_union,50,343,1105,125,11.31,0.349,0.648,1.961,2.609,95.32,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,diverse,50,343,1105,505,45.7,0.349,0.059,12.373,12.432,20.01,0.8842,0.09,581.12,0.0,495.7,581.12,36.361,15.84,"[581.12, 511.4, 568.63, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,edge_weight,100,343,1105,78,7.06,0.349,0.355,0.947,1.303,190.91,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,time_balanced_weight,100,343,1105,86,7.78,0.349,0.266,1.373,1.64,151.68,0.969,9.69,574,-1.23,514.33,574,23.634,11.07,"[514.33, 574, 520.92, 547.6]","[3, 3, 3, 4]",13
assembly_1,4,0.75,subgraph_mip,combined,100,343,1105,162,14.66,0.349,0.672,3.947,4.619,53.84,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,blended,100,343,1105,40,3.62,0.349,0.512,1.474,1.986,125.24,0.9296,5.23,574.62,-1.12,518.92,574.62,22.439,10.33,"[542.48, 520.83, 574.62, 518.92]","[4, 3, 3, 3]",13
assembly_1,4,0.75,subgraph_mip,blended_union,100,343,1105,153,13.85,0.349,1.565,1.583,3.148,79.01,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,diverse,100,343,1105,739,66.88,0.349,0.22,172.024,172.244,1.44,0.8842,0.09,581.12,0.0,495.7,581.12,36.361,15.84,"[581.12, 511.4, 568.63, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,edge_weight,200,343,1105,95,8.6,0.349,0.588,0.936,1.525,163.09,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.75,subgraph_mip,time_balanced_weight,200,343,1105,111,10.05,0.349,0.378,1.892,2.27,109.54,0.9668,9.45,586.13,0.86,453.4,586.13,53.222,24.62,"[586.13, 536.2, 581.12, 453.4]","[3, 4, 3, 3]",13
assembly_1,4,0.75,subgraph_mip,combined,200,343,1105,202,18.28,0.349,1.047,5.528,6.575,37.82,0.8849,0.17,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
