instance,num_phases,w_balanced,strategy,weight_attr,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,digraph_build_s,build_s,solve_s,elapsed_s,speedup_vs_full,objective,obj_vs_full_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total
assembly_1,4,0.65,full_mip,—,,343,1105,1105,100.0,0.309,0.0,95.765,95.765,1.0,0.8777,0.0,581.12,0.0,495.7,581.12,33.091,15.84,"[581.12, 520.92, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.65,subgraph_mip,edge_weight,1,343,1105,13,1.18,0.309,0.001,0.042,0.043,2208.23,0.8779,0.03,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.65,subgraph_mip,time_balanced_weight,1,343,1105,13,1.18,0.309,0.001,0.109,0.11,870.43,1.0101,15.1,597.84,2.88,398.88,597.84,81.458,36.9,"[586.13, 574, 398.88, 597.84]","[3, 3, 4, 3]",13
assembly_1,4,0.65,subgraph_mip,combined,1,343,1105,26,2.35,0.309,0.001,0.249,0.251,381.58,0.8779,0.03,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.65,subgraph_mip,blended,1,343,1105,13,1.18,0.309,0.002,0.134,0.135,707.38,0.9464,7.83,574.62,-1.12,518.92,574.62,22.439,10.33,"[542.48, 520.83, 574.62, 518.92]","[4, 3, 3, 3]",13
assembly_1,4,0.65,subgraph_mip,blended_union,1,343,1105,37,3.35,0.309,0.024,1.35,1.375,69.66,0.8779,0.03,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.65,subgraph_mip,diverse,1,343,1105,13,1.18,0.309,0.008,0.188,0.196,489.54,0.9464,7.83,574.62,-1.12,518.92,574.62,22.439,10.33,"[542.48, 520.83, 574.62, 518.92]","[4, 3, 3, 3]",13
assembly_1,4,0.65,subgraph_mip,edge_weight,2,343,1105,15,1.36,0.309,0.007,0.171,0.178,538.25,0.8779,0.03,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
assembly_1,4,0.65,subgraph_mip,time_balanced_weight,2,343,1105,15,1.36,0.309,0.003,0.058,0.061,1559.94,1.0101,15.1,597.84,2.88,398.88,597.84,81.458,36.9,"[586.13, 574, 398.88, 597.84]","[3, 3, 4, 3]",13
assembly_1,4,0.65,subgraph_mip,combined,2,343,1105,30,2.71,0.309,0.006,0.436,0.443,216.31,0.8779,0.03,584.04,0.5,495.7,584.04,34.455,16.38,"[584.04, 518, 559.11, 495.7]","[3, 3, 4, 3]",13
