instance,num_phases,w_balanced,red_perc,mean_total_s,mean_solve_s,mean_build_s,mean_objective,mean_max_phase_time,std_total_s,std_solve_s,std_build_s,std_objective,std_max_phase_time
assembly_2,3,0.1,0,441.10183067800244,239.604138,198.89087570799165,1.0181199480917213,939.0,0.0,0.0,0.0,0.0,0.0
assembly_2,3,0.1,10,650.0573421506036,210.54835939999998,436.6250859385997,1.0181199480917213,939.0,59.51013608459401,56.08758911122533,3.618909119234418,0.0,0.0
assembly_2,3,0.1,20,617.8076103251951,169.51857859999998,445.62210071219016,1.0181199480917213,939.0,40.587497931361526,36.981598997917295,6.497485369007167,0.0,0.0
assembly_2,3,0.1,30,783.9078628177988,317.9475768,463.55782029819676,1.0181199480917213,939.0,350.1122274221371,357.3506128658567,11.77166474678022,0.0,0.0
assembly_2,3,0.1,40,566.1644848780066,106.60380419999998,457.31438972460455,1.0181199480917213,939.0,29.823828855286514,10.865380931592309,19.33097416204392,0.0,0.0
assembly_2,3,0.1,50,545.4438637299987,89.878139,453.5795248104085,1.0181199480917213,939.0,20.195318696880946,19.912660380631625,10.63133583930166,0.0,0.0
assembly_2,3,0.1,60,541.1495281274023,87.48265819999999,452.15257883760495,1.0181199480917213,939.0,15.244990699737713,20.673354639737223,20.655057195807753,0.0,0.0
assembly_2,3,0.1,70,508.17870688740516,64.9081828,442.17151637120406,1.0181199480917213,939.0,10.933801425892884,3.5714522833155926,10.326437186115909,9.930136612989092e-17,0.0
assembly_2,3,0.2,0,637.3064870699891,424.371475,210.10419241999625,1.0228680248135766,939.0,0.0,0.0,0.0,0.0,0.0
assembly_2,3,0.2,10,956.9726383350092,508.64717659999997,445.367286038195,1.0228680248135766,939.0,209.18830456301797,216.7043626807166,10.699661650588297,9.930136612989092e-17,0.0
assembly_2,3,0.2,20,1177.6416361630022,713.8533886,461.1060670805979,1.0228680248135769,939.0,572.1605880091461,566.1084318866318,15.766347973200652,1.4043333874306804e-16,0.0
assembly_2,3,0.2,30,1434.1597478082053,973.7445812,458.04284463759393,1.0228680248135766,939.0,864.2499124807088,864.4825490180756,11.0287783859426,1.4043333874306804e-16,0.0
assembly_2,3,0.2,40,714.5999729547941,255.9356206,456.5241819209943,1.0228680248135766,939.0,142.76019763242408,143.14908838725208,10.591154836057187,9.930136612989092e-17,0.0
assembly_2,3,0.2,50,582.9621534447942,150.1824182,430.913068218797,1.0228680248135766,939.0,30.27992185028153,22.77682928803531,18.39603848763988,1.4043333874306804e-16,0.0
assembly_2,3,0.2,60,787.8933468889969,341.2960566,445.1649457323947,1.0228680248135769,939.0,460.05308095136627,457.2673082138945,8.779106321449934,1.7199501139797033e-16,0.0
