instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,objective,ideal_obj,obj_vs_ideal_pct,d_obj_pct,path_cost,c_min,path_cost_vs_cmin_pct,alpha_abs,phase_width,alpha_vs_width_pct,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_perc_graph,stop_reason
assembly_2,5,0.1,adaptive,1,22160,134216,40,0.03,40,196.467,1.199,0.628,1.827,1.0242,1.0168,0.72,,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.1,adaptive,2,22160,134216,59,0.04,19,196.467,1.921,0.352,2.273,1.0242,1.0168,0.72,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.1,adaptive,3,22160,134216,64,0.05,5,196.467,2.424,0.631,3.055,1.0242,1.0168,0.72,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.1,adaptive,4,22160,134216,67,0.05,3,196.467,2.873,0.572,3.446,1.0242,1.0168,0.72,-0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.1,adaptive,6,22160,134216,77,0.06,10,196.467,3.978,0.656,4.635,1.0242,1.0168,0.72,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.1,adaptive,8,22160,134216,84,0.06,7,196.467,5.064,0.796,5.86,1.0242,1.0168,0.72,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.1,adaptive,12,22160,134216,96,0.07,12,196.467,7.341,1.313,8.655,1.0242,1.0168,0.72,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.1,adaptive,16,22160,134216,122,0.09,26,196.467,9.223,1.28,10.503,1.0242,1.0168,0.72,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.1,adaptive,24,22160,134216,145,0.11,23,196.467,12.163,1.554,13.717,1.0186,1.0168,0.17,0.5495,1.0133,1.0126,0.07,566,537.8,5.24,17.48,"[472, 560, 531, 566, 560]","[5, 1, 3, 7, 1]",17,3.0,
assembly_2,5,0.1,adaptive,32,22160,134216,163,0.12,18,196.467,15.59,0.714,16.304,1.0186,1.0168,0.17,0.0,1.0133,1.0126,0.07,566,537.8,5.24,17.48,"[472, 560, 531, 566, 560]","[5, 1, 3, 7, 1]",17,3.0,
assembly_2,5,0.1,adaptive,48,22160,134216,356,0.27,193,196.467,16.186,2.683,18.869,1.0186,1.0168,0.17,0.0,1.0133,1.0126,0.07,566,537.8,5.24,17.48,"[472, 560, 531, 566, 560]","[5, 1, 3, 7, 1]",17,3.0,
assembly_2,5,0.1,adaptive,64,22160,134216,550,0.41,194,196.467,16.846,2.147,18.993,1.0186,1.0168,0.17,0.0,1.0133,1.0126,0.07,566,537.8,5.24,17.48,"[472, 560, 531, 566, 560]","[5, 1, 3, 7, 1]",17,3.0,
assembly_2,5,0.1,adaptive,96,22160,134216,922,0.69,372,196.467,18.587,5.141,23.728,1.0186,1.0168,0.17,0.0,1.0133,1.0126,0.07,566,537.8,5.24,17.48,"[472, 560, 531, 566, 560]","[5, 1, 3, 7, 1]",17,3.0,
