instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,objective,ideal_obj,obj_vs_ideal_pct,d_obj_pct,path_cost,c_min,path_cost_vs_cmin_pct,alpha_abs,phase_width,alpha_vs_width_pct,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_perc_graph,stop_reason
assembly_2,5,0.6,adaptive,1,22160,134216,40,0.03,40,195.3,1.1,0.25,1.35,1.041,1.0377,0.31,,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,2,22160,134216,59,0.04,19,195.3,1.709,0.256,1.965,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,3,22160,134216,64,0.05,5,195.3,2.318,0.798,3.116,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,4,22160,134216,67,0.05,3,195.3,2.776,0.257,3.033,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,6,22160,134216,77,0.06,10,195.3,3.882,0.607,4.489,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,8,22160,134216,84,0.06,7,195.3,4.93,0.35,5.28,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,12,22160,134216,96,0.07,12,195.3,7.174,0.472,7.645,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,16,22160,134216,122,0.09,26,195.3,8.918,0.641,9.56,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,24,22160,134216,145,0.11,23,195.3,12.023,0.771,12.795,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,32,22160,134216,168,0.13,23,195.3,15.132,0.864,15.997,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,48,22160,134216,359,0.27,191,195.3,15.726,2.356,18.082,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,64,22160,134216,552,0.41,193,195.3,16.584,2.155,18.74,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,96,22160,134216,922,0.69,370,195.3,18.537,7.613,26.151,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,128,22160,134216,1288,0.96,366,195.3,20.59,8.865,29.456,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,192,22160,134216,1973,1.47,685,195.3,24.786,23.933,48.719,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,256,22160,134216,2611,1.95,638,195.3,28.781,53.914,82.694,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.6,adaptive,512,22160,134216,4955,3.69,2344,195.3,48.342,143.526,191.868,1.041,1.0377,0.31,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,stop_perc_graph
