instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,objective,ideal_obj,obj_vs_ideal_pct,d_obj_pct,path_cost,c_min,path_cost_vs_cmin_pct,alpha_abs,phase_width,alpha_vs_width_pct,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_perc_graph,stop_reason
assembly_2,5,0.8,adaptive,1,22160,134216,40,0.03,40,197.809,1.252,0.244,1.496,1.0477,1.0461,0.16,,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,2,22160,134216,59,0.04,19,197.809,1.892,0.384,2.277,1.0477,1.0461,0.16,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,3,22160,134216,64,0.05,5,197.809,2.358,0.246,2.604,1.0477,1.0461,0.16,-0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,4,22160,134216,67,0.05,3,197.809,2.798,0.289,3.087,1.0477,1.0461,0.16,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,6,22160,134216,77,0.06,10,197.809,3.922,0.298,4.22,1.0477,1.0461,0.16,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,8,22160,134216,84,0.06,7,197.809,4.943,0.341,5.283,1.0477,1.0461,0.16,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,12,22160,134216,96,0.07,12,197.809,7.236,0.35,7.586,1.0477,1.0461,0.16,-0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,16,22160,134216,122,0.09,26,197.809,8.965,0.513,9.478,1.0477,1.0461,0.16,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,24,22160,134216,145,0.11,23,197.809,12.058,0.832,12.89,1.0477,1.0461,0.16,-0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,32,22160,134216,169,0.13,24,197.809,15.185,0.913,16.098,1.0477,1.0461,0.16,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,48,22160,134216,366,0.27,197,197.809,15.655,1.593,17.248,1.0477,1.0461,0.16,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,64,22160,134216,558,0.42,192,197.809,16.646,4.464,21.11,1.0477,1.0461,0.16,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,96,22160,134216,936,0.7,378,197.809,18.571,6.642,25.213,1.0477,1.0461,0.16,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,128,22160,134216,1293,0.96,357,197.809,20.671,12.585,33.256,1.0477,1.0461,0.16,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,192,22160,134216,1989,1.48,696,197.809,24.562,41.919,66.481,1.0477,1.0461,0.16,-0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,256,22160,134216,2631,1.96,642,197.809,30.003,61.502,91.505,1.0477,1.0461,0.16,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,
assembly_2,5,0.8,adaptive,512,22160,134216,4965,3.7,2334,197.809,46.589,150.205,196.793,1.0477,1.0461,0.16,0.0,1.0208,1.0126,0.81,560,537.8,4.13,16.36,"[472, 560, 556, 560, 541]","[5, 1, 4, 1, 6]",17,3.0,stop_perc_graph
