instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,full_solve_s,speedup_vs_full,objective,obj_vs_full_pct,d_obj_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_reason
assembly_1,3,0.4,full_ref,,343,1105,1105,100.0,,0.119,0.0,12.546,12.546,12.546,1.0,0.855,0.0,,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,full_ref
assembly_1,3,0.4,bl_union,1,343,1105,37,3.35,37,0.119,0.007,0.217,0.224,12.546,56.12,0.856,0.12,,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,bl_union,2,343,1105,42,3.8,5,0.119,0.01,0.355,0.365,12.546,34.36,0.856,0.12,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,bl_union,3,343,1105,48,4.34,6,0.119,0.014,0.146,0.16,12.546,78.44,0.856,0.12,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,bl_union,4,343,1105,54,4.89,6,0.119,0.019,0.12,0.138,12.546,90.85,0.856,0.12,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,bl_union,6,343,1105,64,5.79,10,0.119,0.027,0.625,0.652,12.546,19.24,0.856,0.12,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,bl_union,8,343,1105,73,6.61,9,0.119,0.037,0.515,0.552,12.546,22.71,0.856,0.12,-0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,bl_union,12,343,1105,83,7.51,10,0.119,0.054,0.352,0.405,12.546,30.94,0.856,0.12,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,bl_union,16,343,1105,89,8.05,6,0.119,0.07,0.36,0.43,12.546,29.19,0.856,0.12,-0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,bl_union,24,343,1105,110,9.95,21,0.119,0.103,0.466,0.569,12.546,22.04,0.856,0.12,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,bl_union,32,343,1105,134,12.13,24,0.119,0.134,0.688,0.823,12.546,15.25,0.856,0.12,-0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,stop_perc_graph
assembly_1,3,0.4,adaptive,1,343,1105,37,3.35,37,0.119,0.007,0.229,0.235,12.546,53.28,0.856,0.12,,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,adaptive,2,343,1105,42,3.8,5,0.119,0.011,0.374,0.385,12.546,32.6,0.856,0.12,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,adaptive,3,343,1105,48,4.34,6,0.119,0.016,0.157,0.173,12.546,72.44,0.856,0.12,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,adaptive,4,343,1105,54,4.89,6,0.119,0.02,0.13,0.149,12.546,83.94,0.856,0.12,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,adaptive,6,343,1105,64,5.79,10,0.119,0.029,0.623,0.652,12.546,19.25,0.856,0.12,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,adaptive,8,343,1105,73,6.61,9,0.119,0.038,0.51,0.548,12.546,22.89,0.856,0.12,-0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,adaptive,12,343,1105,83,7.51,10,0.119,0.054,0.351,0.406,12.546,30.93,0.856,0.12,0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,adaptive,16,343,1105,89,8.05,6,0.119,0.072,0.355,0.427,12.546,29.41,0.856,0.12,-0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,
assembly_1,3,0.4,adaptive,24,343,1105,150,13.57,61,0.119,0.08,0.549,0.629,12.546,19.94,0.856,0.12,-0.0,747.12,0.0,680.33,747.12,28.25,9.29,"[747.12, 729.4, 680.33]","[4, 5, 4]",13,stop_perc_graph
