instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,full_solve_s,speedup_vs_full,objective,obj_vs_full_pct,d_obj_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_reason
assembly_1,3,0.2,full_ref,,343,1105,1105,100.0,,0.123,0.0,5.877,5.877,5.877,1.0,0.8492,0.0,,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,full_ref
assembly_1,3,0.2,bl_union,1,343,1105,37,3.35,37,0.123,0.007,0.099,0.106,5.877,55.34,0.8499,0.08,,792,0.47,584.04,792,95.505,28.93,"[584.04, 792, 780.81]","[3, 5, 5]",13,
assembly_1,3,0.2,bl_union,2,343,1105,42,3.8,5,0.123,0.011,0.159,0.17,5.877,34.51,0.8492,-0.0,0.0784,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,bl_union,3,343,1105,48,4.34,6,0.123,0.016,0.283,0.298,5.877,19.7,0.8492,0.0,-0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,bl_union,4,343,1105,54,4.89,6,0.123,0.02,0.368,0.388,5.877,15.14,0.8492,-0.0,0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,bl_union,6,343,1105,64,5.79,10,0.123,0.029,0.305,0.334,5.877,17.62,0.8492,0.0,-0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,bl_union,8,343,1105,73,6.61,9,0.123,0.037,0.468,0.505,5.877,11.63,0.8492,-0.0,0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,bl_union,12,343,1105,83,7.51,10,0.123,0.054,0.57,0.624,5.877,9.42,0.8492,0.0,-0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,bl_union,16,343,1105,89,8.05,6,0.123,0.071,0.266,0.337,5.877,17.46,0.8492,-0.0,0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,bl_union,24,343,1105,110,9.95,21,0.123,0.104,0.385,0.489,5.877,12.01,0.8492,-0.0,0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,bl_union,32,343,1105,134,12.13,24,0.123,0.136,0.738,0.874,5.877,6.72,0.8492,-0.0,0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,stop_perc_graph
assembly_1,3,0.2,adaptive,1,343,1105,37,3.35,37,0.123,0.007,0.1,0.107,5.877,54.89,0.8499,0.08,,792,0.47,584.04,792,95.505,28.93,"[584.04, 792, 780.81]","[3, 5, 5]",13,
assembly_1,3,0.2,adaptive,2,343,1105,42,3.8,5,0.123,0.011,0.16,0.172,5.877,34.23,0.8492,-0.0,0.0784,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,adaptive,3,343,1105,48,4.34,6,0.123,0.016,0.285,0.301,5.877,19.52,0.8492,0.0,-0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,adaptive,4,343,1105,54,4.89,6,0.123,0.02,0.372,0.393,5.877,14.97,0.8492,-0.0,0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,adaptive,6,343,1105,64,5.79,10,0.123,0.029,0.313,0.342,5.877,17.21,0.8492,0.0,-0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,adaptive,8,343,1105,73,6.61,9,0.123,0.038,0.477,0.515,5.877,11.4,0.8492,-0.0,0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,adaptive,12,343,1105,83,7.51,10,0.123,0.055,0.578,0.633,5.877,9.28,0.8492,0.0,-0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,adaptive,16,343,1105,89,8.05,6,0.123,0.072,0.269,0.342,5.877,17.21,0.8492,-0.0,0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,
assembly_1,3,0.2,adaptive,24,343,1105,150,13.57,61,0.123,0.081,0.47,0.552,5.877,10.65,0.8492,-0.0,0.0,788.33,0.0,584.04,788.33,95.409,28.42,"[584.04, 784.48, 788.33]","[3, 5, 5]",13,stop_perc_graph
