instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,full_solve_s,speedup_vs_full,objective,obj_vs_full_pct,d_obj_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_reason
assembly_1,2,0.1,full_ref,,343,1105,1105,100.0,,0.302,0.0,0.941,0.941,0.941,1.0,0.8348,0.0,,1102.04,0.0,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13,full_ref
assembly_1,2,0.1,bl_union,1,343,1105,31,2.81,31,0.302,0.009,0.008,0.018,0.941,52.92,0.8348,0.0,,1102.04,0.0,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13,
assembly_1,2,0.1,bl_union,2,343,1105,36,3.26,5,0.302,0.022,0.026,0.049,0.941,19.33,0.8348,0.0,-0.0,1102.04,0.0,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13,
assembly_1,2,0.1,bl_union,3,343,1105,42,3.8,6,0.302,0.03,0.136,0.166,0.941,5.68,0.8348,0.0,0.0,1102.04,0.0,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13,
assembly_1,2,0.1,bl_union,4,343,1105,45,4.07,3,0.302,0.047,0.07,0.118,0.941,8.0,0.8348,0.0,0.0,1102.04,0.0,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13,
assembly_1,2,0.1,bl_union,6,343,1105,52,4.71,7,0.302,0.068,0.088,0.156,0.941,6.01,0.8348,0.0,-0.0,1102.04,0.0,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13,
assembly_1,2,0.1,bl_union,8,343,1105,61,5.52,9,0.302,0.064,0.148,0.212,0.941,4.44,0.8348,0.0,0.0,1102.04,0.0,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13,
assembly_1,2,0.1,bl_union,12,343,1105,71,6.43,10,0.302,0.101,0.297,0.398,0.941,2.36,0.8348,0.0,0.0,1102.04,0.0,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13,
assembly_1,2,0.1,bl_union,16,343,1105,82,7.42,11,0.302,0.122,0.646,0.768,0.941,1.23,0.8348,0.0,0.0,1102.04,0.0,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13,
assembly_1,2,0.1,bl_union,24,343,1105,93,8.42,11,0.302,0.238,0.194,0.432,0.941,2.18,0.8348,0.0,-0.0,1102.04,0.0,1054.81,1102.04,23.615,4.38,"[1102.04, 1054.81]","[6, 7]",13,
