instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,full_solve_s,speedup_vs_full,objective,obj_vs_full_pct,d_obj_pct,alpha_abs,vs_full_pct,phase_time_min,phase_time_max,phase_time_std,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_reason
assembly_1,2,0.9,full_ref,,343,1105,1105,100.0,,0.37,0.0,4.984,4.984,4.984,1.0,0.843,0.0,,1092.52,0.0,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13,full_ref
assembly_1,2,0.9,bl_union,1,343,1105,31,2.81,31,0.37,0.009,0.047,0.056,4.984,89.11,0.843,0.0,,1092.52,0.0,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13,
assembly_1,2,0.9,bl_union,2,343,1105,36,3.26,5,0.37,0.015,0.031,0.045,4.984,109.89,0.843,0.0,0.0,1092.52,0.0,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13,
assembly_1,2,0.9,bl_union,3,343,1105,42,3.8,6,0.37,0.038,0.08,0.117,4.984,42.45,0.843,-0.0,0.0,1092.52,0.0,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13,
assembly_1,2,0.9,bl_union,4,343,1105,45,4.07,3,0.37,0.05,0.069,0.119,4.984,41.78,0.843,0.0,-0.0,1092.52,0.0,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13,
assembly_1,2,0.9,bl_union,6,343,1105,52,4.71,7,0.37,0.037,0.087,0.123,4.984,40.39,0.843,0.0,0.0,1092.52,0.0,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13,
assembly_1,2,0.9,bl_union,8,343,1105,61,5.52,9,0.37,0.07,0.154,0.224,4.984,22.29,0.843,-0.0,0.0,1092.52,0.0,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13,
assembly_1,2,0.9,bl_union,12,343,1105,71,6.43,10,0.37,0.086,0.198,0.284,4.984,17.55,0.843,0.0,-0.0,1092.52,0.0,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13,
assembly_1,2,0.9,bl_union,16,343,1105,82,7.42,11,0.37,0.103,0.478,0.581,4.984,8.58,0.843,0.0,0.0,1092.52,0.0,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13,
assembly_1,2,0.9,bl_union,24,343,1105,93,8.42,11,0.37,0.209,0.321,0.53,4.984,9.4,0.843,0.0,-0.0,1092.52,0.0,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13,
assembly_1,2,0.9,bl_union,32,343,1105,109,9.86,16,0.37,0.218,0.378,0.596,4.984,8.36,0.843,0.0,0.0,1092.52,0.0,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13,
assembly_1,2,0.9,bl_union,48,343,1105,117,10.59,8,0.37,0.368,0.394,0.762,4.984,6.54,0.843,-0.0,0.0,1092.52,0.0,1064.33,1092.52,14.095,2.61,"[1092.52, 1064.33]","[6, 7]",13,stop_perc_graph
assembly_1,2,0.9,diverse,1,343,1105,13,1.18,13,0.37,0.003,0.005,0.009,4.984,576.14,0.8465,0.41,,1088.33,-0.38,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13,
assembly_1,2,0.9,diverse,2,343,1105,26,2.35,13,0.37,0.004,0.009,0.013,4.984,396.77,0.8465,0.41,-0.0,1088.33,-0.38,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13,
assembly_1,2,0.9,diverse,3,343,1105,39,3.53,13,0.37,0.004,0.01,0.014,4.984,355.86,0.8465,0.41,0.0,1088.33,-0.38,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13,
assembly_1,2,0.9,diverse,4,343,1105,52,4.71,13,0.37,0.009,0.047,0.056,4.984,89.08,0.8465,0.41,-0.0,1088.33,-0.38,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13,
assembly_1,2,0.9,diverse,6,343,1105,78,7.06,26,0.37,0.006,0.119,0.125,4.984,39.84,0.8465,0.41,0.0,1088.33,-0.38,1068.52,1088.33,9.905,1.84,"[1088.33, 1068.52]","[6, 7]",13,
